label	text_a
3	    有心无力 放手
3	12 点 下课 一点 上课 四点 下课 累 想 回到 身边
5	工作 积极主动 竟 陷入 一个 坑
3	进来 发现 同事 美少女
5	婆婆 说 之前 做   凉团     叫法   好吃   思考 半天 觉得 没 做     老公 旁边 说 里面 奶油     恍然大悟     原来 雪媚娘  
3	家有 好面 麻辣 牛四宝 原来 已经 没有   一年 时间   改变 也许 早就 心态  
2	回家 路上 努力 克制 住 想 手机 砸 冲动     草莓 热 牛奶 缓解 一下     疯
1	一个 挺 自卑 唯一 支持
2	没什么 特别 欲望 转个 微博买   欠 钱 差不多 一年 没 没 还给   问 钱 一直 拖   多次 拉 黑 找 不到   当时 找 学生 狗 一个多月 生活费 3200
1	一个 唱歌 比莎莎 温暖 宝宝   现在 每晚 听 歌 睡不着   声音 暖 动人   没有 模仿 任何人   唱   听 无比 温馨   舒适  
1	突然 想 好想你   希望 马上 见到   告诉 真的 真的 好想你   知道 夜晚 梦见   日子 里 每天 幸福快乐   希望 这份 幸福快乐 一直 存在 一千年 一万年  
1	捡 一点 红叶   次日 变 艳丽   南方 城市 中 仿佛 少 秋季   看到 红叶 开心   正好 家里 剩 几个 橘子 合个 影
3	  阿里 旅行 双 11   看清楚 痛苦    
3	时间 情投意合 变成 同床异梦   现实 教会 一个 不要 相信   不要 期待  
2	非常 往南   黄河 为界 往北 供暖   嘞   知道   有没有 考虑 过住 黄河 边上 同胞   河南   冬天 暖和   外头 寒风刺骨 屋里 滴水成冰     零下 几度   冻 次 拉哈   穿 俩 羽绒服 不会 觉得 暖和   太 公平   太 残忍
2	智商 着急   情商 着急   领导 办公室 画图   领导 办公室 碰巧 看到 一个 小区 叔叔   刚 推 门面 无表情 发愣 数秒   后无语   出门 说 句   检查     想 一下   个局 领导     今天 太冷   脑慢   没 礼貌  
1	怀念 过去 无能 卑微 事情 过好 现在 就够 实在 觉得 上学 坐以待毙 浪费 青春 事情 想头 扭 走上 大模 路 机会 晚安 冰冷 城市 炽热 心
0	  王充   论衡   书 伟大 之处  
2	觉得 最近 不要 惹   好吃 主动 送来   或许 心情 好点   我见 咬   吃   心情 不好
0	明显 花果 自疏 现象   有利于 果实 增大 品质 提高  
0	? ? 黑龙江 幼教 指导 网是 中国教育学会 黑龙江 幼教 课题组 专家 课题 研究 基础 创办 大型 专业性   公益性 幼儿教育 指导 网站  
3	商务 版 搞 丢 重新 买 套席 代岳译 新书 送到 时 旧书 突然 出现 这种 肉 疼 感觉 简直 不要 太好
5	很多 不太   是不是 每次 出 版本  
2	早上 没 吃药 真多   吃 火药 很多  
3	感觉 现在 虚度光阴   闲 时间 太多   知道 做些   感觉 迷失 方向  
1	回家 机票 已买直 飞回去 居然 火车 动车 加 起来 贵 不到 一百   开心 开心   盼归 家
2	恨 恨 恨   一个 正常人 没有 人会 理解   活着 意思   自私 没 发现 彻底    
0	相传 流经 景区 响水 河系 南海   小龙 化身   伫立 河边   秀峰 小龙 朝夕 相伴   百般 恩爱   玉女  
3	朋友圈 到处 雪 照片   一个个 刷屏 速度     有人 说 一个个 这是 没见 过雪       几个 可怜虫 一个个 拼命 刷 存在 感   一个 礼拜 下雨   没 一会 雪 拍 淹没   索性 关 手机   韩剧       算了   回 被窝 睡觉       追 维纳斯
0	1935 年   德国 近 五年 研究   发现 铸造 锌 基合金 铸造 铝 基合金 力学性能 减摩 性能 均 超过 铜 基合金 巴氏合金  
2	妈蛋   打印 课件 一半 居然 全 变成 单面   最后 本书 厚   出门 遇到 鬼  
5	觉醒   法国 爆炸   日本 地震      
0	买 箱 牛奶 回来 止不住 出   嘴巴 一闲 喝牛奶   念头
0	理论 根源 密宗   日经     金刚 顶经    
5	大陆 卖 港版 手机 香港 买 便宜  
1	喜欢 笑 起来 超甜 超美   眼睛 眯 看不到 感觉 满满的 爱
3	快要 疯   倒霉   辛辛苦苦 练 久   到头来 会 时间 不够   疯   会 压线     太难受   真想 哭   下次 重考 害怕  
1	没有 夜奶 之后   乖宝 差不多 睡 整觉   每天 会   点 左右 时间 哼唧   哭闹   即刻 冲奶   吃   躺 看看   继续 睡   乖   妈妈 真 欣慰  
1	长期 痛经 得不到 缓解 导致 发病 成 卵巢癌   惊恐   太 可怕   抓狂     抓狂     抓狂     抓狂   月经 正常   月 月 痛经 姑娘 提高警惕 重视         每天 一杯 暖贡 红糖 姜茶   坚持 养身   肿瘤 君 滚蛋                
2	中午 宿舍 午睡   隔壁 宿舍   楼上 吵   想 骂 银  
2	吃 带给 压力   真是   惦记着 早点 竟然 没 办法 睡懒觉    
2	昨晚 居然 没有 睡觉   今天 凌晨 五点 睡   白天 没事 不能 睡太多   晚上 睡不着   第二天 上班   自作孽 不可 活  
2	说好 不要 打扰 睡觉   两个 货 起来   阿毛 一脚 跺 脸上     暴脾气      
4	  钓鱼 男孩   代理 返款 一波 一波   根本 停不下来   惊恐   害怕 加入 没单 出   愤怒   NO     右   加入 专属 组长 指导     花痴  
2	刷 微博手 贱点 不该 点 东东   手机 扔   尼玛   劳资 晚上 一个      
2	睡 半夜 扑哧 扑哧 声音 惊醒   打开 灯 竟然 一只 蝙蝠   已经 人生 中飞进 家里 第三只   赶紧 换个 房间 睡觉   蝙蝠 下出 神经病            
1	想 人生 中 安静 状态 这是 此刻   老公 后面 抱   搂 孩子   俩 安睡   完奶 刷 微博
2	到底 雨过天晴    
2	醉   缺 两本书 卖钱   书 偷   写 完 书 偷 气死人      
2	最后 一张 不能 忍     没有 过去    
0	  二   指导 管理 全县 文学艺术 事业   指导 艺术创作 生产   重点 扶持 具有 代表性   示范性   实验性 文化 艺术 品种   推动 门类 艺术 发展  
3	晚上 妈妈 通话   感慨 时间 流逝   转眼间 成 大姑娘   霎时   眼泪 不禁 眼眶里 打转   鼻子 酸酸的 岁月   求求   妈妈 温柔 温柔 温柔 温柔
2	妈蛋   伐 开心 招个聘 考 笔试 天知道 我三基 翻 没 翻
3	背道而驰 不再 交集 转身 陌生人
2	  一天 做事 不靠 谱   一点 常识 没有   堪忧  
4	刚刚 布丁 耍 牙 划破   现在 忐忑   狗狗 姑姑家 我家   不敢 妈 说     我爸 在家   姑姑   不好意思     可怕   恐慌  
0	影响 收养   在家 收养 很多 流浪狗 猫   收养 两条 流浪狗 猫 不同  
4	忙 害怕 死 字 倾注 东西 似同 泡沫 破碎 执着 深陷 泥沼 温暖 里 缺失 越 期盼 抓住 一丝 却是 更 失望 害怕 不好 一生 明媚 感觉 无需 care 安静 总是 家人 无尽 思念 掩饰 软肋 家庭 未来 恐惧
4	老婆   是不是 朋友圈 发 东西   喜欢   生气  
2	两天 躺 床上 觉得 天旋地转   真的 知道 鬼  
0	科学家 想象 很远 地方 有个 世界 世界   一个 反 恒星   反 房子   反 食物 反物质 构成 反 世界  
3	最初 放映 超 喜欢 腻歪 歪   话 说 感觉 真的 结束 样子   不舍  
1	岁月 几何   永远   犹如 最初 恋爱 时光  
2	情绪化 指责 时   一定 内心 过不去 负面 情绪   也许 羞愧   自责   也许 不甘   委屈   也许 恐惧   也许 害怕 丢脸   害怕 失去       好好 面对 情绪   应该 指责 沟通   效果 会 更好   负责 情绪 买单  
5	  挺 好看 花儿   竟是 外来 入侵 生物
0	认识 美食 媒体   媒体 好多   不要 搞个 食尚 峰会  
0	侯宝林 第二任 妻子 厨师 之女 刘 淑芳 生   侯耀中 同父 同母 兄妹  
2	日 狗 一年   挨骗 挨 偷 挨 坑 外债 近 万   差 拐卖   死去 死去 死
2	折服 东西 不会 放过 我特 一点多 折腾 现在 电脑 蓝屏 三次 不得不 修到 那就好
2	请假 查宿 查宿            
4	本科 今天 回家 坐 火车 转 出租车 一路上 睡 现在 想想 真的 太 可怕 睡 过头 错过 站点 手机 钱包 偷 出租车 司机 带 沟沟 简直 可怕 本科 事 没有 现在 想想 可能 一个 原因 丑 无所畏惧
1	  士庶 天隔   当时   撰写 书 沈约 车前 拦车 叫卖   需要 勇气 胆略  
3	年少时 做 一个 决定 生命 献给 爱情 后来 没 死 年轻 抵 命  
1	现在 明天 工作 希望 不要 出错 一会儿
3	电视剧 里   爱 恨 现实生活   恨 爱
1	呆呆 下个月 终于 西安 期待 期待
2	心情 不好   非常 糟糕
3	  韩语 老师 自学 日语   81 天   打卡   新标 日 这本 教材 词汇量 有点 丧心病狂   逼得 决定 暂时 不往 下学 进度   先 整理 词汇   答   两门 语言 一起 学   方法 不当 会 影响 效率   语言 实践 前提 背   背 关键
0	曾经 寂寞 承诺   折磨 厌倦 生活  
1	失眠 睡不着   打开 手机   发现 武汉 傻 比博 发来 消息 问 睡 没   告诉 丫 竟然 脱单     辛辛苦苦 养大 猪 终于 会 拱 白菜     突然 开心
1	  月末   我国 货币 供应量 余额 达到 99   86 万亿   逼近 100 万亿   居 世界 第一  
1	不断 修剪 枝桠   跑 更加 轻快   断舍
2	  知道 不想 睡觉 真的 好困  
2	快 一个 星期 快递 没到 报警
4	昨天 飞机 坐 害怕 一次 遇到 气流 颠簸 不断 餐食 延误 发放 近 50 分钟 是从 没有 刚 觉得 正常 持续时间 越来越 久 慢慢 降 广播 不断 安抚 系好 安全带 停止使用 卫生间 餐食 延误 发放   紧张感 恐惧感 笼罩着 乘客 眼 时间 想着 快 一点 快 一点 赶快 降落 眼睛 闭上 那一刻       全文
2	说话 代表 好脾气   事不过三     册   好好 说话 不行   最多 骂 完老纸 干   牛逼个 jb  
2	总是 找 不到 心疼   爱   包容
0	  确定 工作 方法 时   应 着眼于 最佳 途径 综合 作用  
0	  乌骨鸡 提高 肾脏 器官 功能   治疗 神经痛   跌打损伤   骨折   关节痛 多种 伤病  
3	世界 爱情 太 虚伪   何必 真心   只能 换来 一次 一次 失望
3	暖气   这是 一个 南方 银 心碎 话题    
3	感觉 学 知识 扎实   题 越做越 差
1	第二轮 投食 小伙伴   爱  
2	想 肠道 有点 问题   TM 老 便秘 算 意思 C
1	不愧 龙骑   冲上去 干     开 LB   死 死 之后 事情    
1	大张伟 新世界   楼上楼下 全都 保安   feel 倍儿 爽
3	饿 瘫 床上   肚子 已经 饿 号 晚上   以后 三餐 必须 一顿 落   看来 瘦子 世界 无缘 好想次 火锅 呦
1	将军 拿出 收藏 珍宝 把玩   小心 差点 一只 玉杯 摔碎   幸亏 手快 抓住 滑 杯子   满头大汗     绿 丝带   定下 心来 想     身经百战 从没 害怕   一只 小小的 杯子 就让 惊吓 成     思索 良久   决然 玉杯 摔碎     顿悟   贪念 之心 陷入绝境 更 危险  
5	卧槽   老子 一跳   体育馆 3D 全息 投影 技术  
3	圣诞 武汉 北京 往返机票 没人过 圣诞 只想 默默 一个 人去 爬 爬 长城
3	今天 小北 自拍   终于 正视 已经 胖   丑成 狗 发型   昨天 拍摄 coach 八百 秀 活动   今天 喉咙痛   发低烧   全身 酸痛   拍 完 青春 发布会   明天 飞 北京   拜托 不要 冷好
2	真的 无语   海淘  
0	1930 年   布劳恩 进入 柏林 大学   成为 奥伯特 学生  
2	懒觉 鸡巴 书   大字 没教 几个   一直 孩子 看书   度 林木   教学方式
2	嫌弃 工厂 里 饭堂 吃 恶心 肥 猪肉   只能
1	曲终人散 孤寂 惆怅 生活 原味   千帆 平静 坦荡 方是 生命 本色   心灵 中 独行者   白天 放飞 希望   灌溉 梦想   夜晚 洗尽铅华   漂泊 思想   何须 活得 太累   一个 骄傲 理由   一个 幸福 借口   一份 难以 企及 温暖   人生 路上 走得 坚定   走 更 远些  
2	刚才 居委会 打电话 老婆 生 二胎   二院生 女孩   请问 女儿   老婆 个人信息 盗用   居委会 说 二院 登记   二院 缺德 狗 医生 泄露 个人信息
2	中国队 这球 踢 成       WTF     没有   没 突破 没 组织   会 组织 球员 踢 边路   进攻 组织     佩兰 滚蛋   蒿俊闵   张稀哲   郑龙   于汉超 留着 不用   摆设   踢 香港 踢 成        
2	学姐   进屋 屋里 一个 打声 招呼   没有   打招呼 好歹 一声   说 站 杵 让位 意思
1	一夜 醒来 窗外 漫天 飞舞 雪花 地上 厚厚的 积雪   手机 里 突如其来 问候   最好 礼物  
3	天一 冷 每天 脑袋 晕晕乎乎   闹心 颈椎  
1	事   无关   何必 难过  
2	教研 结束 回 单位 想 做 课件   尼玛   半路 杀出 程咬金
1	生活 竟 简单 有愿 可许 梦 做 足矣
2	        好想 找个 地方 放肆 睡 昏天暗地 没光 没声 没人 吵 这雨能 特 滚蛋
2	没脑 没 素质 没品 说话   真是 费神 费心 费 脑筋 冷静 冷静 冷静  
5	原来 车 开   小伙伴 表示 惊呆      
1	移动 体验 一个 星期   琐碎 时间 完 解忧 杂货店   不像 白夜 行 费神   看起来 轻松   浪矢 杂货店   丸光园   信件 穿越时空   烦恼 选择   倾诉 沟通 之间 认清 内心   坚定 走   方可 善终   地图 一张白纸   但愿 画上 圆满 航线  
0	提案 时 事项 尚未 决定   客户 没有 明确 指示   提出 行程表 大概 形式  
1	计划 做   心里 感觉 担心   团队 执行力 不太敢 恭维   必须 时刻 监督 督促 完成   希望 11 年会 改善  
2	一个 钱 斤斤计较 朋友 是因为 知心 请 不要 傻瓜   随手 拍 低头 族  
4	晚上 梦见 弄 丢   沿路 找   终于 路上 找到   急死了   还好 梦
4	想 起来 一件 有意思 事   生活 中 应该 很少 有人 感受 尽情 耳光 经历   学法语 同寝 居然 玩 石头 剪刀 布输 互 打耳光 游戏   真的 脸上   那种 感觉 非常 令人 震撼   体验 人性 恶之面 诱人   最后 玩 疯过 肩 摔       现在 想想 真是 可怕   惊恐  
2	这是 破 软件   说好 存在 草稿箱   连个 影都 没有   姐姐 好不容易 想 起来   没     姐姐 再也 相信   新浪 微博  
0	集团 总部 位于 瑞典 斯德哥尔摩   业务 遍及 150 多个 国家 地区  
0	代表 处境 剧   香港 八一     香港 八六   牛生  
3	路上 快递 截止 14 号 没有 更新 物流 信息   急 死
0	同样 具有 940 根 CPU 针脚   SocketAM2 原有 Socket940 针脚 定义 针脚 排列 方面 相同   不能 互相 兼容  
2	昨天 今天 心情 差 不能 差   烦躁   烦躁   烦躁
3	一早 滚烫 开水 烫伤 只手   用佐 几种 方法   而家仲 感觉 火辣辣   实在 悲 催
0	需要 发肥   熬 糖   配料   制馅   和面   压条   劈条   对条   成型 炸制 10 道工序  
2	草泥马 足协   草泥马 佩兰   草泥马 中国 足球   说 脏话 骂人                    
0	影响 预后 因素   ① 小儿 预后   部分 病儿 自然 缓解  
0	茎 短小 水草   应 栽于 石缝 中   中景   如水榕   网草   西瓜 草  
4	怕 蟑螂 想 起来 会 发麻 打冷颤 恶心 蟑螂 怕 害怕 站着不动 时 爬 没 穿 长裤 腿 害怕 我手 碰到 地方 爬 害怕 打赤脚 地方 害怕 侵占 房子 害怕 不要 讲 好怕 不要 问 这点 小东西 怕 觉得 大惊小怪 浮夸 做作 怕
2	一次 手机 差点 丢 今天 手机 差点 偷 爆粗 口 朋友 请 回避
2	居然 从轻 处罚   这是 什么世道   实在 知道 说些
2	急需 一顿 火锅 缓解 操蛋 心情        
5	回来   发现 注册 已经 三年
0	地区 属于 中 亚热带 湿润 季风气候 区   具有 春早   夏热   秋凉   冬暖   四季 分明   立体 气候 明显 特点  
2	艹   知道 每天 发火    
5	BBDay600   昨晚 这妞 闹肚子   洗澡 回来 整个 卧室 味道   打开 睡袋 一看   整个 后背 全是  
2	神 对手   怕 猪 队友   能力 不足 加倍努力   事事 用心   倚仗 尽心 护卫   亏 之前 还天 真的 会 慢慢 进步   这种 态度   会 进步 有鬼
4	生命 报酬 换取     外界 顾虑 恐惧 这份 情感     有时候   换来 属于   内心 更加 恐慌   只能 远远 看着   近触 害怕   没错   说 一张 画  
2	嘴馋 吃 包龙嫂 米线   已经 好久好久 没 吃   吃 很爽   重 口味   解馋   吃 完 后悔   重盐重 味精   浮肿 几天
3	  再也不会 拼 累 想 平平淡淡 地过 下去 不想 站 天平 制高点   感觉 太难受   真的 受不了 老 抉择     死性不改 知道 祝你们 幸福  
0	扬州市 吉美 塑料制品 厂 位于 国家 首批 历史 文化名城   全国 优秀 园林 旅游 城市   扬州   生产 塑料 刷丝 专业 厂家  
2	每到 冬天   迎来 水深火热 校园生活   综合楼 路上 六七 级 寒风 推着 走   一进 教室 大门 足足 暖气 瞬间 包围 成 傻 逼   早上 菜饼 温   立马 降温 几度   中午 饭菜 凉   大概 起到 一个 填充 肚皮 作用   没法 活   恨不得 要求 立刻 马上 分 分钟 解放  
1	人生 蒲公英   看似 自由   往往 身不由己   生活 没有     尽力   努力  
0	小人 生活 中 常见   不利   一定 预防 类 事件 发生   小人 确实 有时候 防不胜防   一定 要防   千万 不能 小人 得逞   小人 得逞 确实 带来 非常 不利 影响   严重 会 影响 一生  
1	酸奶 没 成功   偷偷 热 放 酵母 牛奶   老公 喝   没 喝   哈哈哈
2	不能不要 天天 传播 这种 负 能量  
2	今天 早上 微博 竟然 密码 正确 被盗 鬼
1	1117 生日快乐         蹭 蹭 蹭
3	不经意 间 回忆起 很多 以前 事情 原来 一直 这种 深情 忘记 积累 呐 世事变迁 不能 制止 时光流逝 唯一 做 好好 珍惜 一次 相聚 怕 未来 想到 睡不着 觉 想 回家
3	现在 感动 远远 大于 以后 承诺   等待 漫长     岁月 不会 迁就 任何人   憧憬 未知数     早已 泣不成声  
2	尼玛 几天 点子   背到 家   卧槽
1	每天 幸福 时刻 看着 粉嫩 嘟 嘴 脸 承 满足 均匀 呼吸声
1	繄 宫 左   清斋 相接   潇洒 无尘   吟风弄月   架满 缥 缃   以翻 以阅  
2	一穿 淑女 点 下雨     一穿 淑女 点 下雨   事
1	不算 太 陌生 城市 结实 一位 新 朋友 谈得来 玩 真的 高兴
4	居然 打电话 吼 快递 说 投诉   天   会 不会 追杀   担忧
0	兰博基尼 Veneno 最大 输出功率 552 千瓦   750 匹 马力     100 公里   小时 加速   秒   设计 最高 速度 355 公里 小时  
5	第一次 见到 汤圆                 这是 汤圆     这是 包子  
1	嘿嘿嘿 思考 人生   不要 打扰
0	  四   依法 管理 中国 公民 出入境 外国人 我市 境内 居留   旅行 工作  
4	  一直 小偷 敏锐 直觉   刚才 车上 一群 小偷   起码 四个   站 周遭   几个 没 得手   一个个 眼神 抓   盯   恐怖   过年   小心      
2	讨厌 图书馆 里面 穿着 高跟鞋 走来走去 老 女人
2	早上 心情 一个 消息 破坏 掉   STJ
1	哇塞 飘 小雪 早 裹 暖暖的 上班
3	再见   愿 另一边 安好   大龙 会 想念
0	火鸡 大战 北极熊   土耳其 马上 调教   军工 股必涨   中石化 必涨   只能 帮    
2	双十 一买 东西 明年 见
2	回到 家才 发现 忘 打卡         告诉 忘记 下班 打卡 回事       WTF  
4	没 化妆 跑 吓人   希望 不会 遇到 熟人   惊恐  
0	反正 所有人 不能 离开 路 山庄   四大 财神 决定 继续 最后 赌局  
1	不差   需要 强迫   屈服于 所谓 物质   喜欢 物质 没错   依然 坚持 做 喜欢 事情   走 喜欢 路   选 喜欢
2	电脑 开 起来 挖掘机 一个 音效   麻麻 大学 蓝翔  
2	最近 刷 淘宝   想 无数种 瘦下来 穿   TMD 瘦
0	  建立 总 分行 村镇 银行 高   中   低 三个 层次 培训 体系   实现 培训 资源共享   帮助 村镇 银行 提升 业务水平 综合 素质  
0	快速 判断 是否 一个 世界 方法   知道 我读 数学   第一 反应 老师   在读 师范   不用 认真 聊  
0	ArthurBodolec 设计 椅子 极具 创意     碰   一把 沉睡 凳子     坐上去   神奇 事情 便会 发生     凳子 慢慢 舒展 开来     变形金刚   它会 变成 一把 椅背 扶手 椅子
5	双十   圈圈 里   不明 攻击   造谣 马云 淘宝 帖子 真是 不断   昨 同一 友 吃饭 时   居然 提起   有人 说 前一天 912 亿里   第二天 500 亿 退货  
2	突如其来 负 能量   今天 日程表 只能 作废   每个 月 总有 两三天   郁结 难舒   生 无可 恋        
5	明天 路 不知 该往 走   会 突然 喜欢 这首 俗气 爆 歌     菇 奈  
2	中午 气炸   快递 告诉 区域 找   找 好久 终于 找到   回来 路上 快递 掉   啊啊啊 不爽
2	帐号 被盗   关联 莫名 邮箱   手机 居然 不能 更正   发疯 投示 改 一年 没 成功
1	说 我帅 不帅           军装 look 蜜汁 马赛克   我军 脑残粉   这辈子 穿 一次 军装   幸福 想 违规 穿着 军装 潜逃
3	夜里 南京 下雨     昨天 有点 差
2	傻 X 队友 干活 真是 一种 折磨  
0	熬 煮 锅用 不锈钢 搪瓷制品   可用 蒸汽   明火 加热  
0	张 晨曦 获 部委级 科技进步 一等奖 两项   排名 第二     二等奖 一项   排名 第二    
2	喜欢 两个 一起     讨厌 啊啊啊 啊啊啊  
3	教室 一堆 一堆 作业 要批       累成 狗 求 安慰
5	火龙果 这种 东西 网上 买
0	提高 方法   推进 预防 维修 生产 维修  
2	尼玛 万恶 圣诞节   世界 消失
1	感谢 朋友   感动 睡不着   说 四
2	真想 大聲 對 說   夜路 走久 遇到 鬼 嗎       害人 之心 不可   防人之心 真得  
1	热腾腾 年糕 团   油条   肉松   好吃
2	卧槽   脾气 会 爆发   知道 尊重           气死我了   忍 不了              
2	装个 电脑系统 装得 火冒三丈   有种 摔机 想法  
3	无暇 思及 以后   走 穷途末路   孑然一身   云锦 织出 嫁衣   彩霞 胭脂  
1	想 吃火锅         辣       千层 肚       黄喉                   周四 快        
3	亲爱 滴 ll   不要 说 这种 话   我心 好痛  
2	平时 一位 温柔 美丽 不失 甜美 大方 工作者 少女 天天 打电话 约 倒 客户 即将 遣送 回 火球 不要 意念 发功 燃烧 一会
3	现在 终于 尝到 以前 努力 不在意 埋 种子  
3	休息 天买 衣服 花掉 月工资   月光
2	中午 刚要 睡着 狗 打呼噜   大声 睡不着
2	本命年 提前 两天 到来 节奏   碰到 一个 无敌 贱 客户   气得 真想 回复   再作 妖 妈 弄死  
3	吃饭 路上   看到 一只 狗狗   走路 可爱   皮肤病   毛 掉  
0	编制 包装物 系列产品   FFS 袋用 重 包装 膜   聚乙烯 LP   1000   PP 涂膜 专用 料   PP 瓶盖 专用 料   PPR 着色 材料   编织袋 系列  
0	优质 大吉 岭 红茶 白 瓷杯 玻璃杯 中 显露 金色 黄晕   茶 标志  
3	没有 选择权   曾经 拼命 挣扎   好不容易 挣脱   患上 选择性 困难 症  
0	做到 后面 几点   说 没有 学习   已经 道德修养  
0	  重生 利剑   BY 海角 一粒 沙   重生 之林氏 老幺   BY 沙发 懒人   重生 盲君   BY 颜帝 攸   重生 猫咪 先生   BY 伴   重生 魔鬼 巨星   BYSISIMO   重生 请 爱   BY 默默   重生 之圈 宠 野心 上将   BY 辣椒 拌 饭   重生 日常 田园   BY 朽木 刁   重生 深爱   BY 问鬼   重生 神棍 传奇   BY 丁巳   灼夏   BY 鱼释 水
1	人生 一杯 茶   不会 苦 一辈子     总会 苦 一阵子   生命   淡然 如花 幸福   活着   没有 必要 凡事 争个 明白   为人处世   放下 固执己见   水至清则无鱼   人至 清则 无朋   其实 生活 需要 拥有 一份 恬淡 平和 心情   一颗 自由 心   一份 简单 细致 人生态度  
3	朋友 麻烦 帮忙 感 特别 抱歉
1	觉醒 发现 两件 大事   一是 下雪   双眼皮    
0	天空 中   出现 一道 绚丽 光亮  
0	  六   房地产 市场调研 报告 房地产 市场调研 报告 写作 要求  
0	吞食 所换 代价   实现 此者 愿望  
0	中国 移民 通常 称为   新 移民  
1	151117BamBam 推特 更新 有谦 相关   有谦 生日快乐   爱 朋友
2	终于 遇到 棘手 事   以后 还会 很多   一个个 克服   想 说 一句   贱人  
0	  李克强 结束 马来西亚 行 启程 赴 苏州   23 日 晚上   李克强 总理 出席 第十八次 中国   东盟 领导人 会议   东盟 中日韩 领导人 会议 第十届 东亚 峰会   结束 马来西亚 访问   乘专机 回国   明天 凌晨 抵达 苏州   主持 明天 苏州 举行 中国   中东欧 国家 领导人 会晤   马来西亚 高级官员 机场 送行  
5	10 月 14 日 晚上 医生 家里 通知 孩子 奶奶 第二天 打预防针   15 日 一大早 果儿 起床 找 预防 本子   本子 去家 对面 斜坡 医务室 打针   奶奶 发现   快 走 医务室   听 奶奶 讲起 这事   陈 sir 有点 惊讶   岁 居然 大人 无意 说 记在 心里   竟然 打针
1	我会 每天 反反复复 温习 一大早 莫名 戳 中 笑 点
2	开心   超级 超级 超级 开心   noanyreason   justonlyunhappy  
3	真是 坑 没话说     早 中饭 没 吃 委屈 要死
5	  吾 栖之身   完 震惊   觉得 恐怖   里面 人物 关系 觉得 可怕   一个 整容 学家 妻子 出车祸 烧伤 死亡   女儿 不久 强奸 导致 自杀   之后 讲 强奸 女儿 男人 变性 成 妻子   知道 面对 那张 脸 想法  
2	真 妹 紧张 无法 表达   懂                
2	  昆明 治安   糟糕     姚志宏 DD   半年   10 同事 中   家 遭到 入室 盗窃   住 财经大学 李家 洗劫 包括 重要 资料 笔记本电脑   害得 现在 装 室内 监控   住 云南 印象 杨家   前天 晚上 金银 首饰 洗劫一空   害 晚上 不敢 睡觉   20   入室 盗窃 概率   太 不让 放心  
1	过去 一半   回答 一个 很多 关心 问题   没有 变瘦   阿弥陀佛
3	礼拜 厕所 地方 丢 隐形眼镜 今天 厕所 地方 丢 耳钉 找到 神奇 地方 站 说不定 会 不见  
3	      偷拍 凶残 画面 自动 马赛克
5	发现 退伍 竟然 发福     胖
2	会长 溃疡 这种 东西   疼   知道 药店
1	回 重庆 半个 月   终于 深更半夜 吃 火锅   棒  
3	看到 月 账单   想 静静   接下来 日子 吃 土好
0	使用者 2006 年 一项 研究 发现   使用 YouTube 男性 女性 多出 约 20    
2	吃 进去 东西 吐出来 心情   劳资 真的 要分 分钟 剖腹 自尽
5	天 竟然 每个 到底 买
1	太好了     告诉   总会 相见
0	ShawnChristian 饰演 WadeBrixton   集   2002   2003 年   Barbara 男友  
0	  大明 律   沿用 唐律   六赃 规定 略有 改动  
2	老是 阴天   风   无雨 无雪   太阳 哪去  
3	晚上 任性 吃 火锅 喝 碗 红豆 糖水 舒服 睡不着  
3	想花 10 块钱 点亮   说 睡觉 马上 睡着   技能     不要 想太多     愿意 花 一百万   没有  
3	对不起 亲爱   懂得 珍惜   怪 弄 丢   FG
3	生气   会 装作 淡定   开心   会 努力 微笑   悲伤   偷偷   在乎   不会 解释 太   现在  
1	说 少年 壮志 不言愁   岁月 说愁   一种 人生 懂得   愁   摇落 变衰 草木   空独悲   一种 追求 自我 审视 反思   少年 爱上 忧愁 滋味   吹响 岁月 号角   擂鼓   重 一声     轻 一声   一鼓作气   走过 人生 段 苦旅    
2	点多 吵醒 睡不着   早上 说话 喉咙 沙哑     气 shi 妈 天天 烦 一天 浪费
5	感受 北京 人民 强大 挤 地铁 战斗力 竟然 地铁 挤出来 天
0	强烈 爱国主义 思想 战斗 精神 辛词 基本 思想 内容  
4	妈   最后 一个 长得 太 凶残   不敢 最后 一个 比较 吓人   最后 一个 凶恶   吓死
0	皆 明白人   安作 陌生人       李宫俊
1	行动 打败 焦虑 最好 办法   知道 做   手头 每件 小事 做好   知道 时   最近 事情 做好  
1	D   26   121215 英国 场 彩排   非常 喜欢 第一张
3	明 方孝孺   赠 刘文仲序       刘君署 金华县 典史   朝夕 奔走 大府   形容 衰惫   不类 曩 时  
2	看着 好吃   吃 真是 难吃 欺骗 宝宝   罪该万死
0	行为能力   限制 行为能力 担任 集会   游行   示威 负责人  
2	规定 十二点 关 无线 流量 刷 微博 小心翼翼  
2	竖 中指          
1	昨晚 睡得 好好   十点 半 睡   现在 起床 洗头   上班  
0	  白羊 春天 调理 便秘 立竿见影   客户 产后 一直 便秘 后面 导致 肛裂   脑补下 便秘 肛裂 痛苦   大哭     体内 堆积 毒素 可想而知 恐怖   惊恐     吃药 根本 不了   只会 肠胃 造成 更大 负担     提醒 便秘 妞们 请 重视 起来   不管不顾 只会 更 差 方向 发展   请 选择 白羊 春天 这种 入口 方式 来调       全文
2	这球 踢 回家 好好 种田 教练
